Time,"Country Name","Access to clean fuels and technologies for cooking (% of population)","Total greenhouse gas emissions including LULUCF (Mt CO2e)","Total natural resources rents (% of GDP)","Renewable electricity output (% of total electricity output)","Renewable energy consumption (% of total final energy consumption)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","Combustible renewables and waste (% of total energy)","Annual freshwater withdrawals, total (% of internal resources)","Alternative and nuclear energy (% of total energy use)","Arable land (% of land area)","Renewable internal freshwater resources per capita (cubic meters)","Population density (people per sq. km of land area)","Terrestrial and marine protected areas (% of total territorial area)","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)"
2022,"Ecuador","94.5","96.4593","NA","NA","NA","NA","6.782352941","2.67727941252705","2.24136528028933","13.2","3.92172652601063","24820.6102178441","71.7663754227734","20","10.9783740008861"
2022,"Egypt, Arab Rep.","99.9","NA","NA","NA","NA","NA","141.1657559","3.31368422239998","7750","2.22","3.11718318348486","8.8795554894522","113.13300517354","11.6","5.85583360289813"
2022,"El Salvador","93.8","12.1788","NA","NA","NA","NA","12.09309202","9.73525759322387","12.4025761356366","34.15","34.7972972972973","2488.72708535984","303.104198841699","2.1","14.1122022070243"
2022,"Equatorial Guinea","21.9","16.7299","NA","NA","4.2","NA","0.183503244","4.88184753122711","0.0761538461538462","1.75","1.88948306595365","14416.052829289","64.297504456328","1.8","503.192983101498"
2022,"Eritrea","10.5","6.157","NA","NA","NA","NA","11.17511521","77.4678215426304","20.7857142857143","0.1","5.69409349206375","821.247551289109","28.1358115568642","0","NA"
2022,"Estonia","100","15.4194","NA","NA","NA","NA","13.04628519","25.9245438850495","9.48447483870968","2.3","16.5457523987831","9422.91153880371","31.5665808565411","20.2","23.5877034836195"
2022,"Eswatini","48.9","-0.3888","NA","NA","64.7","NA","77.55991285","61.4483928315996","40.4545454545455","2.99","10.2906976744186","2165.85706820071","70.8672674418605","4.3","4.2004967121888"
2022,"Ethiopia","8.8","289.8667","NA","NA","NA","NA","32.25718654","87.4851179525126","8.64598360655738","3.15","14.5325559938566","973.008683296975","111.107151376678","17","10.0283656415438"
2022,"Faroe Islands","NA","NA","NA","NA","7.9","NA","NA","NA","NA","NA","0.0510948905109489","NA","39.3627737226277","0","NA"
2022,"Fiji","56.1","3.8688","NA","NA","28.4","NA","0.29737303","NA","0.297373029772329","NA","4.20361247947455","31052.1175260109","50.3241379310345","1","58.0761386693985"
2022,"Finland","100","57.5078","NA","NA","NA","NA","7.11406213","32.3331704756705","2.80373831775701","27.97","7.37297896973723","19258.0919082537","18.2798093224591","13.1","85.2235342415864"
2022,"France","100","380.5132","NA","NA","NA","NA","21.38462716","8.87266889537784","12.2138298","40.9","31.5249188236386","2938.36708917202","126.291891641154","36.6","108.338296595953"
2022,"French Polynesia","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","0.720253529242293","NA","80.7772976087583","0","NA"
2022,"Gabon","90.9","-89.0451","NA","NA","NA","NA","0.502166065","74.5987550155623","0.0848170731707317","2.57","1.26130321729344","67468.9714725556","9.43356618931191","25.1","114.066552704013"
2022,"Gambia, The","1.7","3.1103","NA","NA","47.7","NA","2.209656372","NA","3.38666666666667","NA","43.4782608695652","1137.88512670351","260.520750988142","2.9","18.4419773675027"
2022,"Georgia","92.2","12.9243","NA","NA","NA","NA","4.212964169","3.63152125438154","2.22497849647342","16.65","4.5474168945172","15657.904022678","64.9515728331992","8.5","16.4654176755589"
2022,"Germany","100","830.1444","NA","NA","NA","NA","35.35165707","12.0811280335948","24.1052046728972","10.24","33.3667277307076","1276.88034503455","239.861418021525","38.7","143.538667936325"
2022,"Ghana","31","55.0024","NA","NA","NA","NA","6.314734089","33.5409557854448","4.78085808580858","6.03","20.6998545265961","914.050531368042","145.689425270181","7.7","47.305138755503"
2022,"Gibraltar","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","3760.9","0","NA"
2022,"Greece","100","67.8946","NA","NA","NA","NA","20.32571313","6.05656094316553","17.3224137931035","10.81","14.4387362296354","5557.21526793155","80.968828549263","11","21.3947201951726"
2022,"Greenland","NA","NA","NA","NA","11.7","NA","NA","NA","NA","NA","NA","NA","0.138046047021562","22.4","NA"
2022,"Grenada","84.8","0.0153","NA","NA","10","NA","7.05","NA","7.05","NA","8.82352941176471","1710.67374885599","343.861764705882","0.2","77.9933536325407"
2022,"Guam","NA","NA","NA","NA","6.7","NA","NA","NA","NA","NA","1.85185185185185","NA","305.888888888889","0","NA"
2022,"Guatemala","46.2","73.2036","NA","NA","NA","NA","5.742097081","59.9615339396661","3.04404761904762","5.26","14.501679731243","6118.37475123792","166.553536767451","10.1","23.544898165023"
2022,"Guinea","1.1","61.561","NA","NA","66.6","NA","1.369230769","NA","0.393805309734513","NA","22.5862302620869","16079.5302102","57.1998087253785","26.1","15.5949246583573"
2022,"Guinea-Bissau","0.9","-19.5456","NA","NA","87.4","NA","1.495726496","NA","1.09375","NA","13.7988762446657","7599.04043116955","74.8765647226174","13.4","9.03249255782776"
2022,"Guyana","100","-134.122","NA","NA","12.1","NA","3.298401827","NA","0.599460580912863","NA","0.459410817467083","293316.878378165","3.89143222506394","5.2","9.87609928588774"
2022,"Haiti","4.5","14.6608","NA","NA","NA","NA","13.38379177","77.9237635360696","11.1478434689014","0.37","36.4658925979681","1130.68893353962","417.402249637155","2.8","9.97022637974444"
2022,"Honduras","50.1","14.6705","NA","NA","NA","NA","4.621268764","32.1343403016924","1.77255680564747","12.87","9.09822146751274","8664.09680852365","93.5192778621861","11","16.1628330004832"
2022,"Hong Kong SAR, China","NA","NA","NA","NA","NA","NA","NA","1.17068067608885","NA","0.14","1.9047619047619","NA","6996.28571428571","41.9","NA"
2022,"Hungary","100","57.3498","NA","NA","NA","NA","8.108497409","10.9581432735344","78.247","18.93","45.5585250931405","624.669835963783","105.249550734166","22.6","33.770386519516"
2022,"Iceland","100","10.7205","NA","NA","NA","NA","0.394075282","0.322773318987853","0.170588235294118","88.01","1.20003967073292","445022.683067934","3.78858474660319","2.9","76.1434211821119"
2022,"India","74.5","3411.738","NA","NA","NA","NA","66.49209283","20.8121898690649","44.7786998616874","4.25","51.8054794009128","1014.43556399726","479.425536881262","4.4","4.61905638913121"
2022,"Indonesia","89.1","1450.6218","NA","NA","NA","NA","29.69654528","10.6381560669608","11.0286322881062","11.75","9.39575176626131","7239.88154109194","147.330175215419","5.3","5.04084448828891"
2022,"Iran, Islamic Rep.","95.8","982.0229","NA","NA","NA","NA","81.28908129","0.181611235472653","72.3346303501945","1.14","9.67580893682589","1435.365342256","55.1767309707242","7.7","5.2594358696404"
2022,"Iraq","99.4","NA","NA","NA","NA","NA","59.58384831","0.0852342425113848","120.521875","0.37","11.4458802662797","798.71930804768","101.514640775804","1.5","4.58430603552253"
2022,"Ireland","100","60.1478","NA","NA","NA","NA","8.051010587","6.28490168056714","3.41428571428571","7.87","6.47408912759472","9399.87369639099","75.6689795325882","4","307.772816551288"
2022,"Isle of Man","NA","NA","NA","NA","2.7","NA","NA","NA","NA","NA","42.280701754386","NA","147.6","5.5","NA"
2022,"Israel","100","80.4804","NA","NA","NA","NA","NA","0.558668147923178","NA","4.66","12.4075785582255","NA","441.658964879852","10.5","NA"
2022,"Italy","100","362.8425","NA","NA","NA","NA","29.76738039","10.1891680208557","18.5112328767123","8.48","23.9567056675233","3092.50397878173","199.559268903016","14.5","59.2038751123215"
2022,"Jamaica","72.8","6.0301","NA","NA","NA","NA","12.38281888","6.29851523834333","12.3828188764668","1.63","11.0803324099723","3812.06448140707","262.155493998153","1.6","11.0479505249334"
2022,"Japan","100","1055.1353","NA","NA","NA","NA","36.64367816","4.30031607557368","18.5348837209302","8.38","11.1550068587106","3436.56373867893","343.278433470508","15.2","56.8923535602992"
2022,"Jordan","99.8","30.9014","NA","NA","NA","NA","105.2021265","1.16403694087266","139.277126099707","7.69","2.28187940626619","60.5884919355562","126.768283893056","4.5","46.3324063708735"
2022,"Kazakhstan","93.1","324.8636","NA","NA","NA","NA","34.62690707","0.0631008777685681","38.7972027972028","1.64","10.9899988887654","3211.94189514754","7.42105011667963","11.7","8.87405604426414"
2022,"Kenya","30","151.1328","NA","NA","NA","NA","33.23990107","62.0430853742574","19.4782608695652","17.79","11.4175064467254","381.549511643352","93.3976149483117","10.3","23.5138668223276"
2022,"Kiribati","14.8","NA","NA","NA","41.9","NA","NA","NA","NA","NA","2.46913580246914","NA","161.072839506173","11.8","NA"
2022,"Korea, Dem. People's Rep.","13.9","68.6863","NA","NA","NA","NA","27.7404678","6.70734298121125","12.9220895522388","8.5","19.0598787476123","2544.73753026386","218.659953492235","1.3","NA"
2022,"Korea, Rep.","100","626.724","NA","NA","NA","NA","85.22183304","2.35809071647882","45.0223592906708","17.75","13.5245901639344","1255.01791869493","529.43205942623","5.9","59.6249076027334"
2022,"Kosovo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2022,"Kuwait","100","165.5153","NA","NA","NA","NA","3850.5","NA","NA","0.08","0.448933782267116","0","257.555723905724","10.7","158.41051921402"
2022,"Kyrgyz Republic","77","11.0568","NA","NA","NA","NA","50.03895598","0.0297288832026502","15.7510729613734","22.8","6.70690823774765","7014.83250707505","36.3671532846715","6.7","1.0970817589894"
2022,"Lao PDR","10.2","51.082","NA","NA","49.2","NA","4.791395046","25.4908725805264","3.86029411764706","54.17","5.30329289428076","25188.4936738384","32.7513301559792","18.7","2.6626732274403"
2022,"Latvia","100","15.3264","NA","NA","NA","NA","1.015521509","40.1002675679483","1.0173199527745","6.14","21.8062027960791","9013.59648352678","30.2005945685361","17.5","178.903959798226"
2022,"Lebanon","NA","20.716","NA","NA","NA","NA","58.79299156","4.21921608500378","37.75","6.6","13.341642228739","835.583460948398","561.533626588465","0.8","18.7331099691925"
2022,"Lesotho","41.5","10.1427","NA","NA","34.9","NA","2.565905097","NA","0.837476099426386","NA","8.93939393939394","2287.72893692779","75.3000658761528","0.5","50.4989843579718"
2022,"Liberia","0.8","-15.9397","NA","NA","92.8","NA","0.264311594","NA","0.07295","NA","5.19102990033223","37221.1161347211","55.7858596345515","1.2","23.4968432240894"
2022,"Libya","NA","NA","NA","NA","NA","NA","817.1428571","3.3902321832465","817.142857142857","0","0.977528217602328","96.9018405120293","4.10550768950976","0.2","8.85068479712781"
2022,"Liechtenstein","NA","NA","NA","NA","56.9","NA","NA","NA","NA","NA","10.8125","NA","246.83125","42.6","NA"
2022,"Lithuania","100","14.5158","NA","NA","NA","NA","2.165537131","22.9830851038233","1.94282018111255","2.87","36.6174685323622","5459.73551007032","45.2309596830873","17.8","178.033459471869"
2022,"Luxembourg","100","7.3785","NA","NA","NA","NA","3.95854063","11.7294488354779","4.774","1.85","24.0796128120072","1531.15205411704","253.685433061691","55.8","1470.23082286611"
2022,"Macao SAR, China","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","20524.2424242424","NA","NA"
2022,"Madagascar","1.5","67.637","NA","NA","83.1","NA","11.26150628","85.2250887237006","3.9933234421365","0.8","5.15641113784806","11071.9555218848","52.3156772086628","3.1","0.99180635039523"
2022,"Malawi","1.4","18.0375","NA","NA","62.9","NA","17.50483809","NA","8.40644361833953","NA","42.4268137462877","784.686345212985","218.166397963513","22.9","8.4990893636866"
2022,"Malaysia","84.1","92.7855","NA","NA","NA","NA","3.43948718","1.23678428402771","1.15637931034483","2.88","2.51197686805661","16716.8686722509","105.601865773855","8.8","57.804491945546"
2022,"Maldives","99.7","NA","NA","NA","1.2","NA","15.66666667","NA","15.6666666666667","NA","13","57.2403292463738","1747.02","0.1","1219.93993905869"
2022,"Mali","1.2","-110.2008","NA","NA","71.1","NA","8.00308642","NA","8.64333333333333","NA","6.83582065088224","2600.48264957976","18.9090551471492","7.5","3.89809406257586"
2022,"Malta","100","2.1125","NA","NA","NA","NA","72.60000792","2.08449138410229","72.6000079207921","3.63","24.375","95.0833438458483","1659.728125","7.6","463.267715217588"
2022,"Marshall Islands","64","NA","NA","NA","12.2","NA","NA","NA","NA","NA","2.77777777777778","NA","222.65","0.3","NA"
2022,"Mauritania","48.9","15.5486","NA","NA","19.6","NA","13.24621733","NA","337.05","NA","0.436596487823809","82.040562084503","4.73041331134181","1.1","5.70218889553244"
2022,"Mauritius","99","4.697","NA","NA","NA","NA","22.97346419","9.20062154696134","22.9734641948382","1.85","37.5563345017526","2178.97020489924","632.209814722083","0","21.0799201488689"
2022,"Mexico","85.7","485.6031","NA","NA","NA","NA","44.94514734","4.38087188504893","21.9569682151589","6.88","10.580191002855","3180.07999137444","66.1607124668844","19","14.3406788496059"
2022,"Micronesia, Fed. Sts.","13.2","-0.5197","NA","NA","2","NA","NA","NA","NA","NA","2.85714285714286","NA","160.162857142857","0","NA"
2022,"Moldova","97.6","13.2131","NA","NA","NA","NA","12.56311256","15.2980466623289","52.2222222222222","1.15","56.7518248175182","640.657045210614","88.05425357802","11.4","10.7959622635603"
2022,"Monaco","100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18680.9021113244","99.2","1665.75631832576"
2022,"Mongolia","54.2","36.7066","NA","NA","NA","NA","3.395007342","1.51321719615165","1.32873563218391","1.01","0.728727263388357","10134.6982946914","2.2046394565685","19.8","31.2325931635769"
2022,"Montenegro","62.6","NA","NA","NA","NA","NA","NA","14.3471596238761","NA","14.61","0.669144981412639","NA","46.3636431226766","9.2","2.20627629188521"
2022,"Morocco","97.9","105.7223","NA","NA","NA","NA","50.75121202","5.60792686032497","36.4586206896552","3.74","14.5113036074389","776.874555440233","83.6411920233027","1.6","11.9201205755023"
2022,"Mozambique","6","68.1532","NA","NA","NA","NA","1.751486326","65.806529240458","1.46859421734796","11.93","7.18482158752766","3071.3879360169","41.5273099519316","18","13.2145592157097"
2022,"Myanmar","50.7","167.2426","NA","NA","NA","NA","5.801501397","51.2520045640671","3.313821300359","3.7","16.8385248287802","18654.3887007235","82.3644215300228","3.9","1.90038513103225"
2022,"Namibia","47.4","-97.9273","NA","NA","NA","NA","0.314668328","28.8253339221982","1.67142008116883","5.88","0.971711061715799","2131.73720663524","3.50989566252475","23.2","109.613254260723"
2022,"Nauru","100","NA","NA","NA","1.9","NA","NA","NA","NA","NA","NA","847.385814761461","590.05","0","NA"
2022,"Nepal","39.6","39.6168","NA","NA","NA","NA","8.311832662","66.477915669579","4.79167507568113","6.78","12.5831880013952","6669.93410428169","207.292891524241","23.6","3.48419634883389"
2022,"Netherlands","100","163.9473","NA","NA","NA","NA","16.65850698","8.60020265829325","74.8572727272727","7.3","29.8188298188298","621.434449229992","525.719691119691","25.3","111.304343958767"
2022,"New Caledonia","NA","NA","NA","NA","9.6","NA","NA","NA","NA","NA","0.326586433260394","NA","15.7069474835886","95.8","NA"
2022,"New Zealand","100","63.7274","NA","NA","NA","NA","8.04808476","5.55772661838166","3.01987767584098","39.01","2.02422999506285","63903.3827754001","19.433747294064","30.6","22.1100392752267"
2022,"Nicaragua","59.2","32.9364","NA","NA","NA","NA","2.220900209","40.8837651616366","0.814941425004801","17.03","12.4896127638358","23208.7401907749","55.9303141100216","10","11.5034691880087"
2022,"Niger","5.7","31.9169","NA","NA","NA","NA","11.02093771","73.3261515169161","73.8087942857143","0.05","13.9733164916713","138.274483778882","19.9826107207705","18.2","5.55364511170625"
2022,"Nigeria","25.6","605.7614","NA","NA","NA","NA","9.668217054","43.4751604163192","5.64343891402715","1.08","40.4844252665327","990.36124865033","245.013445765671","11.6","42.9230216678156"
2022,"North Macedonia","81.3","9.6413","NA","NA","NA","NA","52.55324298","8.15423347025308","40.212962962963","5.21","16.4948453608247","2948.06170402334","72.6293417922284","15.4","5.27255301275867"
2022,"Northern Mariana Islands","NA","NA","NA","NA","0.5","NA","NA","NA","NA","NA","0.173913043478261","NA","100.169565217391","33.1","NA"
2022,"Norway","100","48.2576","NA","NA","NA","NA","2.044007605","8.40165341979947","0.703630890052356","48.51","2.20715403409559","70000.2034037324","14.9809948664452","15.2","161.651175179085"
2022,"Oman","100","NA","NA","NA","NA","NA","116.7142857","NA","116.714285714286","0.33","0.266914378029079","295.968945247014","15.2834442649435","1.5","54.4017851531203"
2022,"Pakistan","52.6","564.3422","NA","NA","NA","NA","109.9932519","26.7777228574154","326","9.25","39.2149232046492","225.68670277788","316.133077781237","9.8","2.23215222877221"
2022,"Palau","29.45","1.3632","NA","NA","0.9","NA","NA","NA","NA","NA","0.652173913043478","NA","38.6065217391304","100","NA"
2022,"Panama","100","-9.4661","NA","NA","NA","NA","0.90107111","6.48812077383506","0.886822840409956","17.28","7.61660825020221","31040.0013815755","59.3255998921542","27.7","57.824818676623"
2022,"Papua New Guinea","10","-3.3314","NA","NA","54.6","NA","0.132242833","NA","0.0489513108614232","NA","0.728702027116548","78505.0213320979","22.5305149494325","0.7","64.2020263300924"
2022,"Paraguay","68.5","46.3063","NA","NA","NA","NA","1.835399711","40.9060788423829","2.06239316239316","53.41","11.517932578424","17306.5044056148","17.0713596633508","14.3","17.4214268938023"
2022,"Peru","88.1","192.9949","NA","NA","NA","NA","4.82842772","12.9028221174468","1.57946374162096","10.24","3.06127421875","49021.0165435326","26.1526859375","16.8","8.61136812705933"
