Time,"Country Name","Unemployment with intermediate education (% of total labor force with intermediate education)","Total employment, total (ages 15+)","Labor force, total","Unemployment, total (% of total labor force) (modeled ILO estimate)","Government expenditure on education, total (% of GDP)","Labor force with advanced education (% of total working-age population with advanced education)","Labor force with basic education (% of total working-age population with basic education)","Labor force with intermediate education (% of total working-age population with intermediate education)","New businesses registered (number)","Population, total","Tax revenue (% of GDP)","GDP growth (annual %)","GDP per capita, PPP (constant 2011 international $)","Industry, value added (annual % growth)","Manufacturing, value added (% of GDP)","Export volume index (2000 = 100)","Foreign direct investment, net outflows (% of GDP)","Foreign direct investment, net inflows (% of GDP)","GINI index (World Bank estimate)","Tax payments (number)","Population growth (annual %)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)","Unemployment with advanced education (% of total labor force with advanced education)"
2008,"Australia","4.51000022888184","10782922","11259265","4.23000001907349","4.63186979293823","NA","NA","NA","143153","21249200","24.2961648736069","3.65776675972091","41331.5279733539","4.40146949007894","9.20792660263307","120.1464032","3.02946417723577","4.29039377944552","35.4","12","2.00402174031569","NA","NA","2.53999996185303"
2008,"Austria","3.68589997291565","4035613","4209485","4.13000011444092","5.26395988464355","75.5218963623047","32.4556007385254","62.5540008544922","3663","8321496","26.0775197165623","1.46042519318141","44441.7885303671","-0.243864216210341","17.4174657293044","146.961326","6.48599745918629","1.4666235588623","30.4","12","0.313041437661508","NA","NA","2.14829993247986"
2008,"Azerbaijan","5.55999994277954","4002264","4260007","6.05000019073486","2.44092988967896","NA","NA","NA","6130","8763400","16.4211753684861","10.7724207826314","14364.9942336723","6.85877452977283","4.7","571.0603615","9.26796495420707","8.16090965787349","NA","22","2.09985403259251","NA","NA","1.36000001430511"
2008,"Bahamas, The","NA","183991","200382","8.18000030517578","NA","NA","NA","NA","NA","348676","12.1213661409842","-2.32396697254454","31080.1580119056","99.1867852604828","2.09861295838875","99.77267918","3.89125973779213","8.17172902365571","NA","19","1.83737824591945","NA","NA","NA"
2008,"Bahrain","NA","585112","614060","1.20799994468689","2.49677991867065","NA","NA","NA","NA","1114590","1.23581686284367","6.24512834138467","42218.1484889764","4.68695675759645","15.0965782551263","115.7550966","6.30269703298444","6.97758504512351","NA","25","7.32246983377223","NA","NA","NA"
2008,"Bangladesh","NA","54588210","57004748","4.23899984359741","2.0545699596405","NA","NA","NA","7425","148805814","7.65602988282474","6.01378975923306","2252.16873338547","7.03353404276032","16.124366972693","227.9556646","0.208073846563248","1.4497483960094","NA","NA","1.12631778923329","NA","NA","NA"
2008,"Barbados","NA","140009","152299","8.06999969482422","5.08610010147095","NA","NA","NA","NA","277319","26.4095556291103","0.100000000000364","17189.2322515527","-4.83114446529058","7.44904824951707","88.06992424","-0.135333665378855","10.0283872067154","NA","NA","0.422427177799824","NA","NA","NA"
2008,"Belarus","NA","4991540","5035410","0.870999991893768","NA","NA","NA","NA","5168","9527985","25.3533892055523","10.199999604238","14972.2694585184","15.5431568244352","26.1843674590187","175.9878771","0.0503591934097024","3.60068232879372","27.8","112","-0.345415054298517","NA","NA","NA"
2008,"Belgium","8.59749984741211","4433449","4766098","6.98000001907349","6.29138994216919","77.0224990844727","23.4705009460449","56.8917999267578","22078","10709973","25.0875048966873","0.78317303775475","41619.3400813337","-0.674703549938798","14.2064796412193","133.4190231","43.0735266334464","36.7399152646791","28.4","11","0.789976845480149","NA","NA","3.68589997291565"
2008,"Belize","NA","116826","127233","8.18000030517578","5.68775987625122","NA","NA","NA","708","306165","21.6991116961427","3.22849497740935","7951.19745296898","6.53510096594549","12.5253945537973","159.1027092","0.201497785569701","12.3969992433343","NA","40","2.56658458146147","NA","NA","NA"
2008,"Benin","NA","3434227","3469776","1.02499997615814","3.7956600189209","NA","NA","NA","NA","8696916","16.1156676470993","4.88989863684026","1841.18844650837","-8.0173035328046","14.8085532700917","171.214355","-1.76384601580918","0.673178739983472","NA","55","2.82352171141544","NA","NA","NA"
2008,"Bermuda","NA","NA","NA","NA","NA","NA","NA","NA","NA","65273","NA","1.52789390961543","60675.9820859495","5.19223520542782","1.47371622055121","30.55705925","5.28472043346527","2.80739219238734","NA","NA","0.593330045617058","NA","NA","NA"
2008,"Bhutan","NA","327627","340498","3.77999997138977","4.7975001335144","NA","NA","NA","21","700950","8.41593233961713","4.768354225598","5592.16284779378","6.28757311122587","8.3907717740757","203.0664085","NA","0.249854583431104","NA","18","2.01634028322176","NA","NA","NA"
2008,"Bolivia","6.09320020675659","4345393","4461403","2.59999990463257","7.03973007202148","75.3517990112305","51.1769981384277","54.6999015808105","2448","9599855","NA","6.14849719501387","5191.13190436962","10.5798521565496","11.1684734598218","212.9397747","0.0179917331934399","3.07260183830872","50.8","42","1.66390596320717","90.698112487793","99.1224975585938","6.34859991073608"
2008,"Bosnia and Herzegovina","NA","1169171","1524360","23.2999992370605","NA","NA","NA","NA","NA","3763599","20.3021131798131","5.58312758937349","9824.10569696296","9.22582287275017","11.0122797111053","287.3148121","0.20639442479695","5.25750194631408","NA","55","-0.275976649897051","NA","NA","NA"
2008,"Botswana","NA","677803","816294","16.9850006103516","NA","NA","NA","NA","8225","1946351","27.3742013503065","6.24543736290877","13768.3384387427","0.0874627814713165","5.72650840638815","142.5497603","-0.835071479963648","4.759384717173","NA","34","1.65447669072993","NA","NA","NA"
2008,"Brazil","11.4693002700806","86635021","95687739","7.6269998550415","5.26883983612061","80.097900390625","51.3270988464355","70.5706024169922","25320","192979029","15.492813676853","5.09085791114556","13802.8179924238","4.0996118065471","13.9551767763046","190.7742643","1.53997723999179","2.99066327679427","54","NA","1.01686459142158","90.03662109375","97.8436279296875","4.67719984054565"
2008,"British Virgin Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","25604","NA","NA","NA","NA","NA","113.7903114","NA","NA","NA","NA","3.46910718474356","NA","NA","NA"
2008,"Brunei Darussalam","NA","175791","186985","5.9850001335144","NA","NA","NA","NA","NA","379252","NA","-1.93971463784671","81905.6581289731","-5.44082885582709","13.7077836443948","74.63921997","0.114082449663936","1.54368804404399","NA","15","1.16375982567016","NA","NA","NA"
2008,"Bulgaria","4.75549983978271","3382261","3583298","5.6100001335144","4.22437000274658","74.8236999511719","19.7978992462158","60.5353012084961","41232","7492561","22.1789009551115","6.02188340210856","15442.1517427308","5.66535833433682","12.2889002816266","211.3785558","2.0538388487788","18.9246161911489","33.6","15","-0.70192274454598","NA","NA","2.52740001678467"
2008,"Burkina Faso","NA","5450505","5662809","3.74900007247925","NA","NA","NA","NA","730","14689726","11.8643272249996","7.29449815007301","1393.69699328809","-4.16558325895477","7.91858626289933","218.7181947","-0.845711716971939","0.394960739071067","NA","45","3.0249616647606","NA","NA","NA"
2008,"Burundi","NA","3579599","3639043","1.63399994373322","5.19355010986328","NA","NA","NA","NA","8212264","NA","5.04811878327607","759.339932485036","-1.41609855922145","9.62373750588728","60.0077063","0.0360824732124174","0.237846034445884","NA","33","3.37691512405289","48.0840606689453","61.7387886047363","NA"
2008,"Cabo Verde","NA","166942","187380","10.9079999923706","5.51800012588501","NA","NA","NA","NA","491723","21.2837976760053","6.65052052259701","5944.03882515291","18.4196653030833","4.84537322468211","186.3375508","-0.158278639378302","11.7867161129124","NA","44","1.08060972132789","NA","NA","NA"
2008,"Cambodia","NA","7601500","7635162","0.439999997615814","NA","NA","NA","NA","NA","13880509","10.555196360938","6.69157747471078","2452.2781590927","4.04422397990554","15.3474017683741","307.8441919","0.19792305734483","7.87468105532321","NA","39","1.47924826714618","77.586540222168","87.4713821411133","NA"
2008,"Cameroon","NA","7816662","8077153","3.20300006866455","2.61118006706238","NA","NA","NA","NA","18907008","NA","3.48880091903692","2927.84464777934","2.39491521005708","12.2391269054762","107.6149275","-0.00835416319743714","0.0791785264987869","NA","45","2.74326116054422","NA","NA","NA"
2008,"Canada","6.13730001449585","17433060","18573598","6.1399998664856","4.63825988769531","74.4806976318359","43.8951988220215","63.1859016418457","NA","33245773","12.4210262668013","1.00036097295921","41611.2508139689","-1.70598451928252","10.9427964884027","100.053048","5.72477573660294","4.52621091895271","NA","9","1.08219708560653","NA","NA","4.28980016708374"
2008,"Cayman Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","52926","NA","NA","NA","-1.48062763257532","0.946756071576718","66.34424142","NA","NA","NA","NA","2.76430554164093","NA","NA","NA"
2008,"Central African Republic","NA","1674623","1786419","6.25799989700317","1.29001998901367","NA","NA","NA","NA","4345386","9.05574794493526","2.05413096200485","860.677828463934","1.62296542989822","6.32465750343059","69.30332131","0","5.8990319470002","56.2","54","1.61433731318801","NA","NA","NA"
2008,"Chad","NA","3869313","4103925","5.71700000762939","NA","NA","NA","NA","NA","11133861","NA","3.05269153196825","1736.9191731815","9.75456359141469","0.76768070514969","683.7152017","0","4.50284036626343","NA","54","3.2696663913238","NA","NA","NA"
2008,"Channel Islands","NA","69837","78180","10.6730003356934","NA","NA","NA","NA","NA","157581","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.680053815741932","NA","NA","NA"
2008,"Chile","NA","6883776","7466172","7.80000019073486","3.79242992401123","NA","NA","NA","36698","16661942","18.7118596070048","3.52953055326518","19031.6164297818","1.51652694402505","11.1448762445778","149.3232201","4.47631581309841","10.283487668176","NA","8","1.02707608062939","98.6490097045898","99.1535797119141","NA"
2008,"China","NA","743504289","777399187","4.3600001335144","NA","NA","NA","NA","NA","1324655000","10.0928610003145","9.65428937259927","7947.78795240087","9.83914323505542","32.0921758793985","450.2958821","1.23400899181138","3.73046894598714","42.8","NA","0.51238693163744","NA","NA","NA"
2008,"Colombia","NA","19556913","22041055","11.2700004577637","3.90980005264282","NA","NA","NA","37810","44901544","12.935611045498","3.54680488578107","10547.2603938218","3.9306579164388","13.9287254185179","153.8906339","1.26448624542936","4.32988189135366","55.4","32","1.18055790061674","93.3781814575195","97.9892730712891","NA"
2008,"Comoros","NA","153936","161164","4.4850001335144","7.70988988876343","NA","NA","NA","NA","657229","NA","0.40026685523496","1422.62234877284","4.37476172321769","3.78663266874221","46.47305736","0","0.885397669195676","NA","33","2.40362836509593","NA","NA","NA"
2008,"Congo, Dem. Rep.","NA","22696806","23567154","3.69300007820129","NA","NA","NA","NA","534","60373608","8.96688350928163","6.22589426911561","640.478306635141","4.45367059949939","14.9170319517281","220.7806849","0.273390891689672","8.72627341533688","NA","40","3.29354920010098","NA","NA","NA"
2008,"Congo, Rep.","NA","1381431","1661952","16.878999710083","NA","NA","NA","NA","NA","4115435","5.9461119598443","5.57223323509915","4730.0337965244","6.22444198258209","3.46487139040197","103.3619881","-0.773745969143242","16.3598783890916","NA","61","3.44063812483873","NA","NA","NA"
2008,"Costa Rica","5.67000007629395","1963602","2062200","4.78000020980835","4.9171199798584","NA","NA","NA","7158","4429508","15.3264626782516","4.64959823286546","12834.9361639356","1.07623853534588","15.2275878984976","184.3005115","0.642230452264381","7.95778773664114","48.7","43","1.36470255141975","NA","NA","3.25999999046326"
2008,"Cote d'Ivoire","NA","6521008","6739504","3.24200010299683","4.34125995635986","NA","NA","NA","NA","19497986","15.053502752571","2.54284147624236","2672.3370818306","NA","14.2965826084712","97.83049481","0.0839706816512347","1.92566135367387","43.2","67","2.13591874652655","NA","NA","NA"
2008,"Croatia","11.9384002685547","1826849","1997206","8.52999973297119","4.2701301574707","78.2194976806641","22.4214000701904","58.6797981262207","10071","4434508","20.0103541999223","2.05336552301756","22010.65051426","2.01138760274797","12.8723797690438","166.7696461","1.86581913468561","7.3605816879725","NA","33","-0.0336395618846142","NA","NA","5.70599985122681"
2008,"Cuba","1.74000000953674","4997761","5078019","1.58000004291534","14.0590801239014","NA","NA","NA","NA","11309754","NA","4.11682804164681","NA","4.06462393258774","14.2792769828126","94.96699115","NA","NA","NA","NA","0.0536583542997234","NA","NA","0.439999997615814"
2008,"Curacao","NA","NA","NA","NA","NA","NA","NA","NA","NA","145880","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.25822530732751","NA","NA","NA"
2008,"Cyprus","4.40339994430542","537236","557592","3.65000009536743","6.72402000427246","84.3812026977539","35.5684013366699","62.665901184082","24457","1081563","46.0547468387359","3.86396605828119","35960.3527189252","-0.790688204153653","5.47616542144586","228.8834951","16.6290930949173","8.39798239727788","31.7","29","1.66425395533783","NA","NA","3.37019991874695"
2008,"Czech Republic","4.83479976654053","4976749","5205303","4.3899998664856","3.74454998970032","71.0022964477539","19.0438003540039","56.7761001586914","22633","10384603","13.4418556915716","2.68228272445224","29373.1092319296","6.5922584075297","22.2308894100246","251.1221945","2.78202841978053","3.73979546458325","26.3","12","0.829412602993033","NA","NA","1.81700003147125"
2008,"Denmark","3.33260011672974","2861229","2962829","3.4300000667572","7.47604990005493","79.8619995117188","44.6735000610352","69.5557022094727","30542","5493621","33.4215390764209","-0.512025221805743","45865.7959577936","-1.1664479060898","11.7228152564295","128.9227166","5.30502390713685","0.62010672315633","25.2","10","0.587547590258978","NA","NA","2.19580006599426"
2008,"Djibouti","NA","294058","313811","6.29400014877319","NA","NA","NA","NA","NA","822934","NA","NA","NA","NA","NA","128.6207586","NA","22.785843817934","NA","23","1.65802996457734","NA","NA","NA"
2008,"Dominica","NA","NA","NA","NA","NA","NA","NA","NA","207","71074","24.8400813668269","7.12074190133816","10302.827696304","8.0600233541841","2.35544822686035","45.60348475","0.0574854287840202","12.3416574146188","NA","37","0.174618418729186","NA","NA","NA"
2008,"Dominican Republic","11.6654996871948","3982567","4177682","4.67000007629395","NA","77.0599975585938","35.5457000732422","54.1976013183594","3371","9636520","14.1610535171598","3.20950426157955","10455.4832082501","1.60703509885334","16.2036927830345","91.79371137","-0.293234682593362","5.6501518925687","47.8","7","1.38101434107191","NA","NA","4.05170011520386"
2008,"Ecuador","8.93529987335205","6280091","6775402","7.30999994277954","NA","78.6486968994141","46.3058013916016","56.8130989074707","NA","14447562","NA","6.3571305999083","9285.8644065728","6.65813739127634","12.3735281048161","185.6726534","0.0729389217283233","1.71144903412042","49.7","8","1.68997756232997","NA","NA","5.40229988098145"
2008,"Egypt, Arab Rep.","33.1766014099121","24297690","26560782","8.52000045776367","3.76082992553711","59.6696014404297","4.18130016326904","28.9475994110107","NA","80953881","15.3205248464545","7.15761677555724","9305.41495471612","6.6211765314101","15.5223673925181","195.9460903","1.17935231714126","5.8314126186488","31.1","29","1.765411904852","NA","NA","24.6847991943359"
2008,"El Salvador","NA","2382273","2531134","5.88000011444092","3.74166989326477","NA","NA","NA","2008","6110301","17.0602068967335","2.12722506935543","6358.13298149425","5.66418425383981","16.8641262655011","207.307222","0.441599502642097","5.02060217626773","46.9","41","0.439995671208227","83.951301574707","95.9574737548828","NA"
2008,"Equatorial Guinea","NA","289412","306856","5.68400001525879","NA","NA","NA","NA","NA","868418","7.78635988913296","17.7991091333811","40015.8191935871","18.0655187869479","20.3675170370508","411.1158496","0","-4.01962841654562","NA","46","4.60586370586858","NA","NA","NA"
2008,"Eritrea","NA","1855630","1991937","6.8439998626709","NA","NA","NA","NA","NA","4232636","NA","-9.78303003738117","1384.10360505986","1.44384155732473","6.52391009279051","21.64300506","NA","2.82570036794966","NA","30","1.89140631545729","64.662971496582","86.9749069213867","NA"
2008,"Estonia","5.82499980926514","659792","697830","5.44999980926514","5.51750993728638","76.8385009765625","26.0294990539551","66.5633010864258","9813","1337090","1.2411549472159","-5.4194558900226","25968.9728072711","-3.03818063085426","13.7935616311814","216.7785235","5.1857732560553","7.74261075215453","31.9","7","-0.268133719541207","NA","NA","2.85999989509583"
2008,"Eswatini","NA","259984","361742","28.1299991607666","6.61812019348145","NA","NA","NA","NA","1158897","29.8122764117578","0.821663913800052","7183.95907432905","-3.95510232173534","34.5971748063955","105.6910822","-0.241065949037487","3.20966527306468","NA","33","1.78150568664154","NA","NA","NA"
2008,"Ethiopia","NA","36227219","38242595","5.26900005340576","5.40819978713989","NA","NA","NA","1211","83184892","7.81414425408042","10.7885216814493","924.518761953063","10.1303277677033","4.10813533633752","172.2776597","NA","0.400997134260364","NA","30","2.66115407574631","NA","NA","NA"
2008,"Faroe Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","48485","NA","NA","NA","NA","5.3320328375193","124.0277112","NA","NA","NA","NA","0.0763413941525995","NA","NA","NA"
2008,"Fiji","NA","300219","329699","8.9399995803833","4.25357007980347","NA","NA","NA","NA","843340","NA","1.03279421531018","7384.0860570468","14.0859354876006","12.1556756099047","93.32139334","-0.249089779463202","9.60841585739552","40.4","33","1.01636483602929","NA","NA","NA"
2008,"Finland","7.07240009307861","2545303","2718446","6.36999988555908","5.8467698097229","78.0707015991211","26.9081993103027","67.7326965332031","14091","5313399","20.5496848397871","0.720668487409924","42574.6411365042","-2.5882311709249","20.8475512490256","119.043152","10.6215571731016","6.83830482695777","27.8","20","0.465549284507694","NA","NA","3.63010001182556"
2008,"France","7.56699991226196","27445995","29530640","7.05999994277954","5.44402980804443","77.605598449707","29.1732997894287","61.636100769043","147049","64374989","22.0342504943836","0.195294767119066","37618.2073423763","-2.98919686940619","11.1045583673797","99.90654206","4.65852972361851","2.33002992383834","33","9","0.558859001300406","NA","NA","4.50479984283447"
2008,"French Polynesia","NA","94480","109574","13.7740001678467","NA","NA","NA","NA","NA","263179","NA","NA","NA","NA","NA","75.49981867","NA","NA","NA","NA","0.987076839950676","NA","NA","NA"
2008,"Gabon","NA","375172","463656","18.8740005493164","NA","NA","NA","NA","4318","1536411","NA","-3.30842037606865","15288.1448938099","-12.513570265838","3.65023034427664","114.4993384","0.619269414778647","4.98433936679731","NA","26","3.12148145628024","NA","NA","NA"
2008,"Gambia, The","NA","454757","501944","9.39999961853027","3.52742004394531","NA","NA","NA","NA","1588572","14.6782998180376","5.73464194582782","1544.52973966332","2.83858902357636","5.79006018756124","45.98916699","NA","7.33006515846689","NA","48","3.16272738437617","NA","NA","NA"
2008,"Georgia","NA","1747018","2091498","16.4699993133545","2.91955995559692","NA","NA","NA","8787","4030000","23.8093586706304","2.31404742935959","6408.06033535279","6.13142139670853","10.4430575328754","208.2415884","1.35678567276185","12.4791476243677","38.2","30","-1.28206884290614","NA","NA","NA"
2008,"Germany","7.22629976272583","38745038","41895668","7.51999998092651","4.4095401763916","73.7881011962891","29.0764999389648","59.3997993469238","65812","82110097","11.390890566568","1.08231540391905","40989.4431148599","-1.16525058543803","20.24897140225","149.3653032","2.61140998427529","0.824174902366055","NA","12","-0.190142844695674","NA","NA","3.94350004196167"
2008,"Ghana","NA","10117200","10593703","4.49700021743774","5.75795984268188","NA","NA","NA","14485","23298640","NA","9.14979909377527","2845.23455162685","15.0700623888279","7.54411818600718","126.3271262","0.02790349637846","9.51704250807144","NA","33","2.60207261186049","NA","NA","NA"
2008,"Gibraltar","NA","NA","NA","NA","NA","NA","NA","NA","NA","32732","NA","NA","NA","NA","NA","165.0775795","NA","NA","NA","NA","0.680545834932146","NA","NA","NA"
2008,"Greece","13.2741003036499","4673477","5066621","7.76000022888184","NA","80.3805999755859","27.0657997131348","52.2308006286621","6429","11077841","20.2136126233003","-0.335172557312063","31881.7123475428","-14.3777781717495","8.50376645473557","136.7545076","0.904479822005624","1.61750148471825","33.6","8","0.265457836726293","NA","NA","8.38549995422363"
2008,"Greenland","NA","NA","NA","NA","NA","NA","NA","NA","NA","56328","NA","6.1661327018619","NA","17.3009623797025","4.27213575392247","162.1612743","NA","NA","NA","NA","-0.402186876651222","NA","NA","NA"
2008,"Grenada","NA","NA","NA","NA","NA","NA","NA","NA","178","103930","19.4506258193711","0.949050949050957","12117.6480583066","-4.38990782453048","3.31364802474535","48.95995495","0.712702514726988","16.3239942796424","NA","42","0.331541004165772","NA","NA","NA"
2008,"Guam","NA","69758","76561","8.80000019073486","NA","NA","NA","NA","NA","159035","NA","1.72892209178228","NA","NA","NA","71.16397635","NA","NA","NA","NA","0.113246732666783","NA","NA","NA"
2008,"Guatemala","NA","5232560","5383364","2.80299997329712","3.18455004692078","NA","NA","NA","5126","14006366","11.2738321768609","3.28115228310341","6781.89963683618","1.40733152771585","18.463823761031","151.1314297","0.0348802212776852","1.91918429284035","NA","38","2.20952320211718","NA","NA","NA"
2008,"Guinea","NA","3593249","3764600","4.55100011825562","1.581169962883","NA","NA","NA","NA","10323142","NA","4.13661615308007","1587.41529011559","6.71576702370851","12.6717193775653","98.24808813","0.907870541751597","5.44779387938561","NA","57","2.21768591573418","NA","NA","NA"
2008,"Guinea-Bissau","NA","564807","603314","6.38299989700317","NA","NA","NA","NA","NA","1480841","NA","3.20356730327771","1360.63282444636","5.11444104344648","12.6121844952311","137.6686782","0.0763318925513914","0.766788556993523","NA","46","2.38380919586245","NA","NA","NA"
2008,"Guyana","NA","245240","277153","11.5019998550415","NA","NA","NA","NA","NA","746314","NA","1.97664705355463","5424.59512095975","0.148341957412995","7.37053166626225","81.85980492","0","9.25830510466022","NA","35","-0.208140577343923","NA","NA","NA"
2008,"Haiti","NA","3347943","4012116","16.5540008544922","NA","NA","NA","NA","199","9705029","NA","0.843944329286344","1588.67796790177","2.29723394280357","9.53773921545153","123.9859995","0","0.455063921146095","NA","47","1.53819490737395","NA","NA","NA"
2008,"Honduras","6.51679992675781","2993976","3086237","3.16000008583069","NA","86.8628005981445","37.7826995849609","60.6472015380859","NA","7872658","16.1305159842983","4.23160011009342","4084.29869915323","3.84080536976133","17.8052175755449","172.9703069","1.40288995503992","8.70792525812139","55.5","47","2.11406256990896","NA","NA","4.56180000305176"
2008,"Hong Kong SAR, China","3.07999992370605","3533984","3664393","3.55999994277954","3.26062989234924","NA","NA","NA","98645","6957800","NA","2.12794078106722","46635.0879851675","2.87466609352451","1.84516778165807","179.3077501","26.0299836578439","30.5706338442194","NA","4","0.598238786949717","NA","NA","2.10999989509583"
2008,"Hungary","7.77390003204346","3925817","4258902","7.82000017166138","4.97793006896973","73.0028991699219","21.1229991912842","56.687801361084","43598","10038188","23.2500662839055","0.855513037447025","23734.2445282405","-5.33674585843474","18.2359361365143","242.5968109","46.5914504384067","47.4770564183319","27.5","14","-0.17509736747488","NA","NA","3.10829997062683"
2008,"Iceland","1.69799995422363","184354","189957","2.95000004768372","7.20921993255615","87.4261016845703","71.8751983642578","75.8031997680664","2573","317414","23.1901784928506","1.65891374611506","43334.9005218537","1.93788345908877","11.0626637566316","170.4775391","-21.4016558632449","6.81650867357551","31.8","25","1.85957217059918","NA","NA","1.67630004882813"
2008,"India","NA","449697278","469002609","4.11600017547607","NA","NA","NA","NA","70303","1197146906","11.0876217380987","3.89095706249564","3786.63267681153","4.44118054098452","17.0972255941671","283.2102519","1.62234993113396","3.65695069130276","NA","NA","1.46968819897229","NA","NA","NA"
2008,"Indonesia","17.6842002868652","104653603","112784214","7.21000003814697","2.7254900932312","76.5815963745117","47.3739013671875","53.1619987487793","39302","236159276","13.310617826949","6.01370360009123","7792.62993124944","3.73815732632269","27.8142729854304","94.6039158","1.15629148317164","1.82632902403999","NA","NA","1.35146283598189","92.1922988891602","99.4601135253906","15.4834995269775"
2008,"Iran, Islamic Rep.","NA","21447573","23958309","10.4799995422363","3.91375994682312","NA","NA","NA","NA","72845542","6.19780928803611","0.250856553493975","17187.287626522","2.84427552471456","12.9684578028283","97.82922719","0.0497824333954681","0.487596567096296","NA","22","1.12433246860125","82.9623031616211","97.8714294433594","NA"
2008,"Iraq","NA","6733444","7953549","8.49300003051758","NA","NA","NA","NA","5293","29111417","NA","8.22810710383277","12217.4484631342","12.3351557051224","1.68390709991544","90.95009315","0.0255292646784437","1.40996001380321","NA","15","2.50782117854462","NA","NA","NA"
2008,"Ireland","5.96449995040894","2124913","2270210","6.40000009536743","5.44451999664307","80.4406967163086","28.869800567627","64.3285980224609","14590","4489544","23.7392997524396","-3.93592906750047","46062.6286354214","-7.10781170007517","17.5034780481515","106.7524116","21.1489889408526","8.45704371755543","30.9","9","2.03870801117202","NA","NA","4.00129985809326"
2008,"Isle of Man","NA","NA","NA","NA","NA","NA","NA","NA","4164","78534","NA","9.84866342000107","NA","NA","NA","NA","NA","NA","NA","NA","1.03289646773332","NA","NA","NA"
2008,"Israel","8.72999954223633","3070447","3326601","7.69999980926514","5.54223012924194","NA","NA","NA","14836","7308800","23.7869701254479","2.98839544869065","29082.0688545181","2.6226460810242","14.442662303785","133.7701309","3.34006122834353","4.76009225326625","NA","33","1.7765791059698","NA","NA","3.90000009536743"
